就自付差額項目,資料年月,縣市別,特約類別,醫事機構代碼,醫事機構名稱,自付差額數量占率,同儕平均值
人工水晶體,202007,屏東縣,基層診所,3543014378,大舜眼科診所,52.2,62.3
人工水晶體,202007,屏東縣,基層診所,3543014636,視康診所,22.2,62.3
人工水晶體,202007,屏東縣,基層診所,3543020090,莊眼科診所,38.2,62.3
人工水晶體,202007,屏東縣,基層診所,3543020483,天祥眼科診所,25.0,62.3
人工水晶體,202007,屏東縣,基層診所,3543021855,精華眼科診所,42.1,62.3
人工水晶體,202007,屏東縣,基層診所,3543030229,東南眼科診所,25.0,62.3
人工水晶體,202007,屏東縣,基層診所,3543031584,愛明眼科診所,56.4,62.3
人工水晶體,202007,屏東縣,基層診所,3543041231,恆明眼科診所,10.3,62.3
人工水晶體,202007,屏東縣,基層診所,3543051531,達特楊診所,16.7,62.3
人工水晶體,202007,彰化縣,基層診所,3537013034,陳永樺眼科診所,30.3,62.3
人工水晶體,202007,彰化縣,基層診所,3537013187,曉陽眼科診所,43.3,62.3
人工水晶體,202007,彰化縣,基層診所,3537013507,李眼科診所,33.3,62.3
人工水晶體,202007,彰化縣,基層診所,3537013605,時代眼科診所,18.2,62.3
人工水晶體,202007,彰化縣,基層診所,3537013918,羅眼科診所,23.9,62.3
人工水晶體,202007,彰化縣,基層診所,3537013927,上明眼科診所,27.3,62.3
人工水晶體,202007,彰化縣,基層診所,3537021590,德明眼科診所,29.4,62.3
人工水晶體,202007,彰化縣,基層診所,3537021705,豐安眼科診所,47.6,62.3
人工水晶體,202007,彰化縣,基層診所,3537050788,茂仁眼科診所,21.8,62.3
人工水晶體,202007,彰化縣,基層診所,3537052862,明明眼科診所,18.5,62.3
人工水晶體,202007,彰化縣,基層診所,3537080259,趙本政眼科診所,17.5,62.3
人工水晶體,202007,新北市,基層診所,3531012702,日光眼科診所,37.5,62.3
人工水晶體,202007,新北市,基層診所,3531013941,瑞明眼科診所,75.5,62.3
人工水晶體,202007,新北市,基層診所,3531015463,板橋諾貝爾眼科診所,83.3,62.3
人工水晶體,202007,新北市,基層診所,3531016148,板橋大學眼科診所,33.3,62.3
人工水晶體,202007,新北市,基層診所,3531016353,志善眼科診所,20.0,62.3
人工水晶體,202007,新北市,基層診所,3531016871,板橋信合美眼科診所,58.3,62.3
人工水晶體,202007,新北市,基層診所,3531017421,板橋大愛眼科診所,20.9,62.3
人工水晶體,202007,新北市,基層診所,3531019069,燦明大學眼科診所,41.7,62.3
人工水晶體,202007,新北市,基層診所,3531019550,高端眼科診所,60.0,62.3
人工水晶體,202007,新北市,基層診所,3531022940,靜明眼科診所,33.3,62.3
人工水晶體,202007,新北市,基層診所,3531024971,林偉欣眼科診所,56.4,62.3
人工水晶體,202007,新北市,基層診所,3531025192,五華眼科診所,26.5,62.3
人工水晶體,202007,新北市,基層診所,3531025316,大愛眼科診所,34.4,62.3
人工水晶體,202007,新北市,基層診所,3531025405,三重大學眼科診所,55.0,62.3
人工水晶體,202007,新北市,基層診所,3531025852,信林大學眼科診所,53.7,62.3
人工水晶體,202007,新北市,基層診所,3531034315,永和大學眼科診所,65.1,62.3
人工水晶體,202007,新北市,基層診所,3531034575,晶耀眼科診所,33.3,62.3
人工水晶體,202007,新北市,基層診所,3531034904,頤康診所,100.0,62.3
人工水晶體,202007,新北市,基層診所,3531043672,季明眼科診所,66.7,62.3
人工水晶體,202007,新北市,基層診所,3531044731,中和大愛眼科診所,29.2,62.3
人工水晶體,202007,新北市,基層診所,3531045934,中和興南大學眼科診所,42.2,62.3
人工水晶體,202007,新北市,基層診所,3531053294,新店大愛眼科診所,58.5,62.3
人工水晶體,202007,新北市,基層診所,3531054166,湛明眼科診所,66.7,62.3
人工水晶體,202007,新北市,基層診所,3531061705,藍主仕眼科診所,20.5,62.3
人工水晶體,202007,新北市,基層診所,3531063825,大學眼科診所,60.0,62.3
人工水晶體,202007,新北市,基層診所,3531064199,新莊大愛眼科診所,29.2,62.3
人工水晶體,202007,新北市,基層診所,3531066479,晶盈眼科診所,20.0,62.3
人工水晶體,202007,新北市,基層診所,3531091730,甲東眼科診所,55.0,62.3
人工水晶體,202007,新北市,基層診所,3531091972,三峽大學眼科診所,54.2,62.3
人工水晶體,202007,新北市,基層診所,3531113124,晶華眼科診所,40.0,62.3
人工水晶體,202007,新北市,基層診所,3531140523,潘眼科診所,11.1,62.3
人工水晶體,202007,新北市,基層診所,3531142830,蘆洲大愛眼科診所,50.0,62.3
人工水晶體,202007,新北市,基層診所,3531143499,東大眼科診所,61.9,62.3
人工水晶體,202007,新北市,基層診所,3531143819,慶明眼科診所,40.5,62.3
人工水晶體,202007,新北市,基層診所,3531170209,佳眼科診所,38.9,62.3
人工水晶體,202007,新北市,基層診所,3531171840,宏觀眼科診所,52.6,62.3
人工水晶體,202007,新竹市,基層診所,3512011123,永堅眼科診所,1.9,62.3
人工水晶體,202007,新竹市,基層診所,3512012737,陳志宏眼科診所,11.8,62.3
人工水晶體,202007,新竹市,基層診所,3512012880,大學眼科診所,61.0,62.3
人工水晶體,202007,新竹市,基層診所,3512013574,晶亮眼科診所,64.3,62.3
人工水晶體,202007,新竹市,基層診所,3512013976,陳雲濤眼科診所,85.7,62.3
人工水晶體,202007,新竹市,基層診所,3512042646,麗明眼科診所,30.0,62.3
人工水晶體,202007,新竹縣,基層診所,3533030502,陳眼科診所,11.1,62.3
人工水晶體,202007,新竹縣,基層診所,3533050399,新時代眼科診所,5.6,62.3
人工水晶體,202007,新竹縣,基層診所,3533051681,張仁祥眼科診所,75.0,62.3
人工水晶體,202007,新竹縣,基層診所,3533052080,麗明眼科診所,20.0,62.3
人工水晶體,202007,桃園市,基層診所,3532012386,邱眼科診所,15.6,62.3
人工水晶體,202007,桃園市,基層診所,3532012886,合信眼科診所,58.3,62.3
人工水晶體,202007,桃園市,基層診所,3532014344,林宏洲眼科診所,85.7,62.3
人工水晶體,202007,桃園市,基層診所,3532015985,大學眼科診所,56.1,62.3
人工水晶體,202007,桃園市,基層診所,3532017587,靖明眼科診所,100.0,62.3
人工水晶體,202007,桃園市,基層診所,3532017934,瑞恩眼科診所,69.2,62.3
人工水晶體,202007,桃園市,基層診所,3532022579,新時代眼科診所,8.3,62.3
人工水晶體,202007,桃園市,基層診所,3532025016,里安眼科診所,5.1,62.3
人工水晶體,202007,桃園市,基層診所,3532025089,環東眼科診所,14.3,62.3
人工水晶體,202007,桃園市,基層診所,3532025374,中壢大學眼科診所,64.2,62.3
人工水晶體,202007,桃園市,基層診所,3532026755,景仁診所,41.0,62.3
人工水晶體,202007,桃園市,基層診所,3532027538,眼明眼科診所,44.1,62.3
人工水晶體,202007,桃園市,基層診所,3532030482,大華眼科診所,28.3,62.3
人工水晶體,202007,桃園市,基層診所,3532051712,朱智盟眼科診所,25.0,62.3
人工水晶體,202007,桃園市,基層診所,3532052513,蘆竹大學眼科診所,44.8,62.3
人工水晶體,202007,桃園市,基層診所,3532070708,光明眼科診所,50.0,62.3
人工水晶體,202007,桃園市,基層診所,3532080571,蘇眼科診所,43.5,62.3
人工水晶體,202007,桃園市,基層診所,3532080991,吳眼科診所,11.8,62.3
人工水晶體,202007,桃園市,基層診所,3532082511,新視界眼科診所,12.5,62.3
人工水晶體,202007,桃園市,基層診所,3532082708,光與自然博士眼科診所,52.9,62.3
人工水晶體,202007,桃園市,基層診所,3532090273,龍潭眼科診所,15.1,62.3
人工水晶體,202007,桃園市,基層診所,3532091798,龍潭大學眼科診所,47.1,62.3
人工水晶體,202007,桃園市,基層診所,3532111731,文正眼科診所,20.0,62.3
人工水晶體,202007,澎湖縣,基層診所,3544011666,康眼科診所,26.9,62.3
人工水晶體,202007,臺中市,基層診所,3503070070,愛明眼科診所,16.7,62.3
人工水晶體,202007,臺中市,基層診所,3503160015,宜和眼科診所,50.0,62.3
人工水晶體,202007,臺中市,基層診所,3503220070,端容眼科診所,46.9,62.3
人工水晶體,202007,臺中市,基層診所,3503240385,博視眼科診所,50.0,62.3
人工水晶體,202007,臺中市,基層診所,3503260154,新陽明診所,30.8,62.3
人工水晶體,202007,臺中市,基層診所,3503260609,世紀眼科診所,46.7,62.3
人工水晶體,202007,臺中市,基層診所,3503290303,微笑眼科診所,63.6,62.3
人工水晶體,202007,臺中市,基層診所,3503290634,晶睛眼科診所,50.0,62.3
人工水晶體,202007,臺中市,基層診所,3517033585,英采眼科診所,75.0,62.3
人工水晶體,202007,臺中市,基層診所,3517042066,明選眼科診所,33.3,62.3
人工水晶體,202007,臺中市,基層診所,3517050362,李金聲眼科診所,25.6,62.3
人工水晶體,202007,臺中市,基層診所,3517050997,視保眼科診所,17.6,62.3
人工水晶體,202007,臺中市,基層診所,3517053809,真善美眼科診所,48.8,62.3
人工水晶體,202007,臺中市,基層診所,3517063305,佳明眼科診所,5.9,62.3
人工水晶體,202007,臺中市,基層診所,3517063485,揚銘眼科診所,72.2,62.3
人工水晶體,202007,臺中市,基層診所,3517072055,衛視眼科診所,78.1,62.3
人工水晶體,202007,臺中市,基層診所,3517072804,立明康眼科診所,50.0,62.3
人工水晶體,202007,臺中市,基層診所,3517072840,潘世強眼科診所,33.3,62.3
人工水晶體,202007,臺中市,基層診所,3517073196,大學眼科診所,65.2,62.3
人工水晶體,202007,臺中市,基層診所,3517073329,第一明眼科診所,19.5,62.3
人工水晶體,202007,臺中市,基層診所,3517081581,白佳欣眼科診所,57.6,62.3
人工水晶體,202007,臺中市,基層診所,3517081901,張眼科診所,57.9,62.3
人工水晶體,202007,臺中市,基層診所,3536010093,余眼科診所,15.6,62.3
人工水晶體,202007,臺中市,基層診所,3536011349,曾眼科診所,43.8,62.3
人工水晶體,202007,臺中市,基層診所,3536011358,光明眼科診所,10.6,62.3
人工水晶體,202007,臺中市,基層診所,3536012668,林信樺眼科診所,9.4,62.3
人工水晶體,202007,臺中市,基層診所,3536030371,周眼科診所,11.9,62.3
人工水晶體,202007,臺中市,基層診所,3536030424,啟明眼科聯合診所,25.0,62.3
人工水晶體,202007,臺中市,基層診所,3536040331,清水王眼科診所,50.0,62.3
人工水晶體,202007,臺中市,基層診所,3536050382,沙鹿李眼科診所,32.4,62.3
人工水晶體,202007,臺中市,基層診所,3536050435,潔新眼科診所,43.1,62.3
人工水晶體,202007,臺中市,基層診所,3536101517,宏明眼科診所,59.3,62.3
人工水晶體,202007,臺中市,基層診所,3536151375,明愛眼科診所,25.0,62.3
人工水晶體,202007,臺中市,基層診所,3536171493,上明眼科診所,46.7,62.3
人工水晶體,202007,臺中市,基層診所,3536190765,慧明眼科診所,50.0,62.3
人工水晶體,202007,臺中市,基層診所,3536190907,潔明眼科診所,73.3,62.3
人工水晶體,202007,臺中市,基層診所,3536192349,廣明眼科診所,20.0,62.3
人工水晶體,202007,臺中市,基層診所,3536192492,恩明眼科診所,11.1,62.3
人工水晶體,202007,臺中市,基層診所,3536201003,順和眼科診所,2.5,62.3
人工水晶體,202007,臺中市,基層診所,3536202699,曹中傑眼科診所,55.6,62.3
人工水晶體,202007,臺北市,基層診所,3501011340,傅眼科診所,33.3,62.3
人工水晶體,202007,臺北市,基層診所,3501013273,奧斯卡眼科診所,100.0,62.3
人工水晶體,202007,臺北市,基層診所,3501013559,松山信合美眼科診所,67.7,62.3
人工水晶體,202007,臺北市,基層診所,3501014047,眼明眼科診所,76.7,62.3
人工水晶體,202007,臺北市,基層診所,3501014636,松山大愛眼科診所,40.0,62.3
人工水晶體,202007,臺北市,基層診所,3501022478,大學眼科診所,100.0,62.3
人工水晶體,202007,臺北市,基層診所,3501024641,忠孝大學眼科診所,16.7,62.3
人工水晶體,202007,臺北市,基層診所,3501025791,和平大愛眼科診所,68.2,62.3
人工水晶體,202007,臺北市,基層診所,3501027580,星星親子眼科診所,50.0,62.3
人工水晶體,202007,臺北市,基層診所,350102C487,珍世明眼科診所,83.3,62.3
人工水晶體,202007,臺北市,基層診所,350102D117,優爾視眼科診所,100.0,62.3
人工水晶體,202007,臺北市,基層診所,350102D895,敦南諾貝爾眼科診所,100.0,62.3
人工水晶體,202007,臺北市,基層診所,350102E892,大安眼科診所,60.0,62.3
人工水晶體,202007,臺北市,基層診所,350102F175,大安眼明眼科診所,95.2,62.3
人工水晶體,202007,臺北市,基層診所,3501103058,長春眼科聯合診所,29.2,62.3
人工水晶體,202007,臺北市,基層診所,3501103549,瑞光眼科診所,59.8,62.3
人工水晶體,202007,臺北市,基層診所,3501107707,優視眼科診所,72.0,62.3
人工水晶體,202007,臺北市,基層診所,3501109176,民生展欣眼科診所,100.0,62.3
人工水晶體,202007,臺北市,基層診所,3501112735,大愛眼科診所,38.9,62.3
人工水晶體,202007,臺北市,基層診所,3501113269,內湖翰林眼科診所,100.0,62.3
人工水晶體,202007,臺北市,基層診所,3501113885,展欣眼科診所,62.5,62.3
人工水晶體,202007,臺北市,基層診所,3501122080,南港諾貝爾眼科診所,60.0,62.3
人工水晶體,202007,臺北市,基層診所,3501151652,吳俊昇眼科診所,83.3,62.3
人工水晶體,202007,臺北市,基層診所,3501153692,天母忠明２０２０眼科診所,25.0,62.3
人工水晶體,202007,臺北市,基層診所,3501153895,佳視得眼科診所,100.0,62.3
人工水晶體,202007,臺北市,基層診所,3501154591,士林大學眼科診所,55.6,62.3
人工水晶體,202007,臺北市,基層診所,3501163330,劉怜瑛眼科診所,65.6,62.3
人工水晶體,202007,臺北市,基層診所,3501173041,黎明眼科診所,35.7,62.3
人工水晶體,202007,臺北市,基層診所,3501173176,德明眼科診所,100.0,62.3
人工水晶體,202007,臺北市,基層診所,3501173514,陳逸川眼科診所,25.0,62.3
人工水晶體,202007,臺北市,基層診所,3501175090,晶愛眼科診所,12.5,62.3
人工水晶體,202007,臺北市,基層診所,3501175278,合安眼科診所,64.3,62.3
人工水晶體,202007,臺北市,基層診所,3501183903,站前大學眼科診所,93.5,62.3
人工水晶體,202007,臺北市,基層診所,3501184884,台北諾貝爾眼科診所,87.5,62.3
人工水晶體,202007,臺北市,基層診所,3501192519,視強眼科診所,66.7,62.3
人工水晶體,202007,臺北市,基層診所,3501195592,日光眼科診所,33.3,62.3
人工水晶體,202007,臺北市,基層診所,3501195976,陽光眼科診所,87.5,62.3
人工水晶體,202007,臺北市,基層診所,3501202298,景福眼科診所,92.3,62.3
人工水晶體,202007,臺北市,基層診所,3501202645,李信成眼科診所,46.2,62.3
人工水晶體,202007,臺北市,基層診所,3501203302,旭明眼科診所,33.3,62.3
人工水晶體,202007,臺北市,基層診所,4001020028,尹書田醫療財團法人書田泌尿科眼科診所,74.0,62.3
人工水晶體,202007,臺北市,基層診所,4001180010,醫療財團法人徐元智先生醫藥基金會遠東聯合診所,75.0,62.3
人工水晶體,202007,臺南市,基層診所,3505070069,優視眼科診所,29.6,62.3
人工水晶體,202007,臺南市,基層診所,3505270103,同喬眼科診所,51.9,62.3
人工水晶體,202007,臺南市,基層診所,3505310488,霖陽眼科診所,68.8,62.3
人工水晶體,202007,臺南市,基層診所,3505320582,信合美眼科診所,24.3,62.3
人工水晶體,202007,臺南市,基層診所,3505320715,德安眼科崇善診所,35.5,62.3
人工水晶體,202007,臺南市,基層診所,3505340440,大學眼科診所,40.7,62.3
人工水晶體,202007,臺南市,基層診所,3505350080,曾順輝眼科診所,42.9,62.3
人工水晶體,202007,臺南市,基層診所,3505350268,湖美眼科診所,55.0,62.3
人工水晶體,202007,臺南市,基層診所,3505370073,真光眼科診所,41.2,62.3
人工水晶體,202007,臺南市,基層診所,3521013091,慶明眼科診所,41.2,62.3
人工水晶體,202007,臺南市,基層診所,3521013653,國光眼科診所,4.4,62.3
人工水晶體,202007,臺南市,基層診所,3521020783,晉慶眼科診所,20.7,62.3
人工水晶體,202007,臺南市,基層診所,3521022170,新光眼科診所,3.3,62.3
人工水晶體,202007,臺南市,基層診所,3521031777,青年眼科診所,21.7,62.3
人工水晶體,202007,臺南市,基層診所,3521042412,新世紀眼科診所,5.6,62.3
人工水晶體,202007,臺南市,基層診所,3521042869,現代眼科診所,7.1,62.3
人工水晶體,202007,臺南市,基層診所,3521050192,莊瑞榮眼科診所,20.8,62.3
人工水晶體,202007,臺南市,基層診所,3521050754,ｅ世代眼科診所,60.0,62.3
人工水晶體,202007,臺南市,基層診所,3521051331,蔡瑞庭眼科診所,8.3,62.3
人工水晶體,202007,臺南市,基層診所,3521051386,呂忠苓眼科診所,35.0,62.3
人工水晶體,202007,臺南市,基層診所,3521062101,林昆正眼科診所,37.5,62.3
人工水晶體,202007,臺南市,基層診所,3521070274,解像力眼科診所,29.5,62.3
人工水晶體,202007,臺南市,基層診所,3541010121,江金旺眼科診所,25.0,62.3
人工水晶體,202007,臺南市,基層診所,3541010952,張如輝眼科診所,10.0,62.3
人工水晶體,202007,臺南市,基層診所,3541012301,晶明診所,5.9,62.3
人工水晶體,202007,臺南市,基層診所,3541050241,謝樂偉眼科診所,28.6,62.3
人工水晶體,202007,臺南市,基層診所,3541050536,信明眼科診所,33.3,62.3
人工水晶體,202007,臺南市,基層診所,3541061673,新化眼科診所,95.8,62.3
人工水晶體,202007,臺南市,基層診所,3541200205,方振崑眼科診所,21.4,62.3
人工水晶體,202007,臺南市,基層診所,3541280427,邱眼科診所,7.1,62.3
人工水晶體,202007,臺南市,基層診所,3541281657,劉光洪眼科診所,25.0,62.3
人工水晶體,202007,臺南市,基層診所,3541310939,璨麟眼科診所,58.3,62.3
人工水晶體,202007,臺南市,基層診所,3541312906,黃善謙眼科診所,28.6,62.3
人工水晶體,202007,臺南市,基層診所,3541313065,京城眼科診所,42.4,62.3
人工水晶體,202007,臺東縣,基層診所,3546012303,許眼科診所,52.6,62.3
人工水晶體,202007,苗栗縣,基層診所,3535010777,竹苗眼科診所,2.4,62.3
人工水晶體,202007,苗栗縣,基層診所,3535012217,德恩診所,11.4,62.3
人工水晶體,202007,苗栗縣,基層診所,3535020157,視保眼科診所,10.0,62.3
人工水晶體,202007,苗栗縣,基層診所,3535050191,陳晟康眼科診所,17.5,62.3
人工水晶體,202007,金門縣,基層診所,3590011441,鑫美光視光眼科診所,28.6,62.3
人工水晶體,202007,雲林縣,基層診所,3539010602,林金花眼科診所,3.7,62.3
人工水晶體,202007,雲林縣,基層診所,3539012295,高銘眼科診所,2.6,62.3
人工水晶體,202007,雲林縣,基層診所,3539012446,大光明眼科診所,48.7,62.3
人工水晶體,202007,雲林縣,基層診所,3539012679,祐明眼科診所,35.5,62.3
人工水晶體,202007,雲林縣,基層診所,3539031914,大虎尾眼科診所,29.3,62.3
人工水晶體,202007,雲林縣,基層診所,3539032135,陳仁達眼科診所,6.2,62.3
人工水晶體,202007,雲林縣,基層診所,3539041527,光復眼科診所,5.1,62.3
人工水晶體,202007,雲林縣,基層診所,3539061681,北港眼科診所,30.0,62.3
人工水晶體,202007,雲林縣,基層診所,3539131928,竑明眼科診所,12.0,62.3
人工水晶體,202007,雲林縣,基層診所,3539201238,景明診所,4.3,62.3
人工水晶體,202007,高雄市,基層診所,3502030358,楊貞芳眼科診所,46.9,62.3
人工水晶體,202007,高雄市,基層診所,3502030938,德林眼科診所,48.0,62.3
人工水晶體,202007,高雄市,基層診所,3502032665,明虹眼科診所,0.0,62.3
人工水晶體,202007,高雄市,基層診所,3502033153,德明眼科診所,23.5,62.3
人工水晶體,202007,高雄市,基層診所,3502033162,張聖明眼科診所,60.0,62.3
人工水晶體,202007,高雄市,基層診所,3502033338,陽明眼科診所,33.3,62.3
人工水晶體,202007,高雄市,基層診所,3502033377,臻明眼科診所,28.6,62.3
人工水晶體,202007,高雄市,基層診所,3502033617,睛華眼科診所,50.0,62.3
人工水晶體,202007,高雄市,基層診所,3502040621,上明眼科診所,60.0,62.3
人工水晶體,202007,高雄市,基層診所,3502041959,視新眼科診所,20.0,62.3
人工水晶體,202007,高雄市,基層診所,3502052578,吳家明眼科診所,73.3,62.3
人工水晶體,202007,高雄市,基層診所,3502054107,陳征宇眼科診所,50.0,62.3
人工水晶體,202007,高雄市,基層診所,3502054170,元新眼科診所,42.9,62.3
人工水晶體,202007,高雄市,基層診所,3502054554,醫世代眼科診所,26.7,62.3
人工水晶體,202007,高雄市,基層診所,3502054723,郭錦彰眼科診所,43.8,62.3
人工水晶體,202007,高雄市,基層診所,3502062672,世驊眼科診所,48.0,62.3
人工水晶體,202007,高雄市,基層診所,3502062869,蘇明揚眼科診所,50.0,62.3
人工水晶體,202007,高雄市,基層診所,3502062878,陳明琮眼科診所,5.3,62.3
人工水晶體,202007,高雄市,基層診所,3502063133,亮晶晶眼科診所,100.0,62.3
人工水晶體,202007,高雄市,基層診所,3502070987,邱瑞祥眼科診所,65.2,62.3
人工水晶體,202007,高雄市,基層診所,3502072212,高陽明眼科診所,58.6,62.3
人工水晶體,202007,高雄市,基層診所,3502080232,育成眼科診所,33.3,62.3
人工水晶體,202007,高雄市,基層診所,3502081159,人生眼科診所,50.0,62.3
人工水晶體,202007,高雄市,基層診所,3502082218,大宏眼科診所,47.2,62.3
人工水晶體,202007,高雄市,基層診所,3502084409,信合美眼科診所,51.4,62.3
人工水晶體,202007,高雄市,基層診所,3502084427,耕明眼科診所,13.3,62.3
人工水晶體,202007,高雄市,基層診所,3502091173,維明眼科診所,46.4,62.3
人工水晶體,202007,高雄市,基層診所,3502097031,溫眼科診所,8.6,62.3
人工水晶體,202007,高雄市,基層診所,3502097791,四季眼科診所,8.2,62.3
人工水晶體,202007,高雄市,基層診所,3502098047,童逸楨眼科診所,43.1,62.3
人工水晶體,202007,高雄市,基層診所,3502110511,新光眼科診所,48.4,62.3
人工水晶體,202007,高雄市,基層診所,3502112159,澄清眼科診所,9.5,62.3
人工水晶體,202007,高雄市,基層診所,3507010016,文山醫世代眼科診所,40.0,62.3
人工水晶體,202007,高雄市,基層診所,3507010534,達特楊診所,26.7,62.3
人工水晶體,202007,高雄市,基層診所,3507010687,鳳山元新眼科診所,58.0,62.3
人工水晶體,202007,高雄市,基層診所,3507010865,鳳山上明眼科診所,36.8,62.3
人工水晶體,202007,高雄市,基層診所,3507010874,建國達特楊診所,43.2,62.3
人工水晶體,202007,高雄市,基層診所,3507020076,岡山大明眼科診所,26.3,62.3
人工水晶體,202007,高雄市,基層診所,3507060089,鳳林達特楊診所,44.1,62.3
人工水晶體,202007,高雄市,基層診所,3507080116,仁武上明眼科診所,69.2,62.3
人工水晶體,202007,高雄市,基層診所,3507300695,中山診所,42.3,62.3
人工水晶體,202007,高雄市,基層診所,3507310404,德民達特楊診所,31.0,62.3
人工水晶體,202007,高雄市,基層診所,3507320106,崇光眼科診所,26.5,62.3
人工水晶體,202007,高雄市,基層診所,3507320348,澄清國際眼科診所,10.3,62.3
人工水晶體,202007,高雄市,基層診所,3507320400,大順博愛眼科診所,58.5,62.3
人工水晶體,202007,高雄市,基層診所,3507320946,進明眼科診所,42.0,62.3
人工水晶體,202007,高雄市,基層診所,3507321327,陳志信眼科診所,50.0,62.3
人工水晶體,202007,高雄市,基層診所,3507321416,德昌眼科診所,73.7,62.3
人工水晶體,202007,高雄市,基層診所,3507321425,博視眼科診所,60.0,62.3
人工水晶體,202007,高雄市,基層診所,3507340297,長光眼科診所,20.0,62.3
人工水晶體,202007,高雄市,基層診所,3507350042,蘇良榮眼科診所,46.7,62.3
人工水晶體,202007,高雄市,基層診所,3542014605,大學眼科診所,32.5,62.3
人工水晶體,202007,高雄市,基層診所,3542014972,大立眼科診所,43.8,62.3
人工水晶體,202007,高雄市,基層診所,3542020416,高明眼科診所,12.8,62.3
人工水晶體,202007,高雄市,基層診所,3542020425,謝燕輝眼科診所,6.7,62.3
人工水晶體,202007,高雄市,基層診所,3542022107,岡山柳橋眼科診所,28.6,62.3
人工水晶體,202007,高雄市,基層診所,3542030207,陳眼科診所,27.8,62.3
人工水晶體,202007,高雄市,基層診所,3542031642,旗美眼科診所,10.3,62.3
人工水晶體,202007,高雄市,基層診所,3542040141,劉眼科診所,37.5,62.3
人工水晶體,202007,高雄市,基層診所,3542062067,同喬眼科診所,44.0,62.3
人工水晶體,202007,高雄市,基層診所,3542151667,路竹大明眼科診所,39.3,62.3
